partnership,ghgrp_id,frs_id,primary_naics,oris,longitude_wgs84,latitude_wgs84,source_name,operator,address,city,state_prov_name,state_prov_abbrv,state_location,source_type,source_type_common,epa_ind_subpart,epa_sector,fuel,co2_tonne,co2_bio,year,data_source,comments,featid
MRCSP,1005809,1.10E+11,325120,,-82.59717977,38.37622345,AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,,11631 US ROUTE 23 ,CATLETTSBURG,KENTUCKY,KY,,,REFINERIES/CHEMICAL,P,Chemicals,,192346,,2013,U.S. EPA GHG Reporting Program,,101
SECARB,1002727,1.10E+11,325120,,-90.59817364,30.06033381,AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,,4663 W AIRLINE HWY ,GARYVILLE,LOUISIANA,LA,,,REFINERIES/CHEMICAL,P,Chemicals,,878248,,2013,U.S. EPA GHG Reporting Program,,102
WESTCARB,1002123,1.10E+11,325120,,-121.3989021,38.52972713,AIR PRODUCTS AND CHEMICALS INCORPORATED,,5025 83RD STREET,SACRAMENTO,CALIFORNIA,CA,,,REFINERIES/CHEMICAL,P,Chemicals,,47973,,2013,U.S. EPA GHG Reporting Program,,103
SECARB,1002430,1.10E+11,325120,,-95.01842487,29.77166228,AIR PRODUCTS BAYTOWN PLANT,,5503 WEST BAKER ROAD,BAYTOWN,TEXAS,TX,,,REFINERIES/CHEMICAL,"C,P",Chemicals,,474216,,2013,U.S. EPA GHG Reporting Program,,104
WESTCARB,1002257,1.10E+11,325120,,-118.2314011,33.81278286,AIR PRODUCTS CARSON HYDROGEN PLANT,,23300 SOUTH ALAMEDA STREET,CARSON,CALIFORNIA,CA,,,REFINERIES/CHEMICAL,P,Chemicals,,719695,,2013,U.S. EPA GHG Reporting Program,,105
WESTCARB,1002435,1.10E+11,325120,,-118.2381336,33.77760611,AIR PRODUCTS WILMINGTON HYDROGEN PLANT,,700 HENRY FORD AVENUE,WILMINGTON,CALIFORNIA,CA,,,REFINERIES/CHEMICAL,P,Chemicals,,606779,,2013,U.S. EPA GHG Reporting Program,,106
PCOR,1001919,1.10E+11,311119,,-92.647934,41.143573,"AJINOMOTO HEARTLAND, INC.",,1116 HIGHWAY 137,EDDYVILLE,IOWA,IA,,,AG PROCESSING,C,Other,,116864,,2013,U.S. EPA GHG Reporting Program,,107
MRCSP,1003418,1.10E+11,331111,,-81.99791776,39.96257479,AK STEEL,,1724 LINDEN AVENUE,ZANESVILLE,OHIO,OH,,,INDUSTRIAL,C,Metals,,14801,,2013,U.S. EPA GHG Reporting Program,,108
MRCSP,1003417,1.10E+11,331221,,-81.88430374,40.20833784,AK STEEL CORP *,,17400 STATE ROUTE 16,COSHOCTON,OHIO,OH,,,INDUSTRIAL,C,Metals,,49339,,2013,U.S. EPA GHG Reporting Program,,109
MRCSP,1006530,1.10E+11,331111,,-82.52327398,40.78449792,AK STEEL CORP MANSFIELD WORKS,,913 BOWMAN STREET,MANSFIELD,OHIO,OH,,,INDUSTRIAL,"C,Q",Metals,,98221,,2013,U.S. EPA GHG Reporting Program,,110
MRCSP,1002903,1.10E+11,331111,,-79.91381418,40.84852804,AK STEEL CORP/BUTLER WORKS,,1 ARMCO DR,BUTLER,PENNSYLVANIA,PA,,,INDUSTRIAL,"C,Q",Metals,,297202,,2013,U.S. EPA GHG Reporting Program,,111
MRCSP,1000274,1.10E+11,331111,,-84.38167144,39.47695159,AK STEEL CORPORATION - MIDDLETOWN,,1801 CRAWFORD STREET,MIDDLETOWN,OHIO,OH,,,INDUSTRIAL,"C,Q",Metals,,4157766,,2013,U.S. EPA GHG Reporting Program,,112
MRCSP,1005615,1.10E+11,331111,,-82.65950086,38.49017147,AK STEEL CORPORATION WEST WORKS,,170 ARMCO ROAD,ASHLAND,KENTUCKY,KY,,,INDUSTRIAL,"C,Q",Metals,,2347492,,2013,U.S. EPA GHG Reporting Program,,113
MRCSP,1006088,1.10E+11,562212,,-81.559298,41.151282,AKRON REGIONAL LANDFILL *,,1585 HARDY ROAD,AKRON,OHIO,OH,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,114
PCOR,1005149,1.10E+11,325193,,-93.017448,44.048357,AL CORN CLEAN FUEL,,797 5TH STREET,CLAREMONT,MINNESOTA,MN,,,ETHANOL,"C,II,PP","Other,Suppliers of CO2,Waste",,78189,,2013,U.S. EPA GHG Reporting Program,,115
SECARB,1000129,1.10E+11,221112,,-82.86128361,33.11882634,AL SANDERSVILLE,,1600 MILLS LINDSEY SCHOOL ROAD,WARTHEN,GEORGIA,GA,,,ELECTRICITY,D,Power Plants,,2164,,2013,U.S. EPA GHG Reporting Program,,116
MRCSP,1004823,1.10E+11,562212,,-74.37972346,41.39966636,AL TURI LANDFILL & LFGTE FACILITY,,73 HARTLEY ROAD,GOSHEN,NEW YORK,NY,,,WASTE MANAGEMENT,"C,HH",Waste,,44,,2013,U.S. EPA GHG Reporting Program,,117
SECARB,1007917,1.10E+11,322110,,-87.48681087,31.57431185,"ALABAMA RIVER CELLULOSE, LLC",,2373 LENA LANDEGGER HWY,PERDUE HILL,ALABAMA,AL,,,INDUSTRIAL,"AA,C,TT","Pulp and Paper,Waste",,151302,2401265,2013,U.S. EPA GHG Reporting Program,,118
SECARB,1007272,1.10E+11,314110,,-84.98723432,34.76417662,ALADDIN MILLS - ANTIOCH RD PLA NT,,2001 ANTIOCH ROAD,DALTON,GEORGIA,GA,,,INDUSTRIAL,C,Other,,52624,,2013,U.S. EPA GHG Reporting Program,,119
MRCSP,1006276,1.10E+11,562212,,-73.850778,42.706194,ALBANY LANDFILL,,525 RAPP RD,ALBANY,NEW YORK,NY,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,120
SECARB,1004231,1.10E+11,325199,,-80.88111404,33.46750648,ALBEMARLE CORP,,725 CANNON BRIDGE ROAD,ORANGEBURG,SOUTH CAROLINA,SC,,,REFINERIES/CHEMICAL,"C,TT","Chemicals,Waste",,32606,,2013,U.S. EPA GHG Reporting Program,,121
SECARB,1003402,1.10E+11,325199,,-95.1710222,29.74239246,ALBEMARLE CORPORATION HOUSTON PLANT,,2500 N. SOUTH ST.,PASADENA,TEXAS,TX,,,REFINERIES/CHEMICAL,C,Chemicals,,53554,,2013,U.S. EPA GHG Reporting Program,,122
SECARB,1004307,1.10E+11,325188,,-93.21603652,33.17744597,ALBEMARLE CORPORATION-SOUTH PLANT,,2270 HWY 79 SOUTH OF MAGNOLIA,MAGNOLIA,ARKANSAS,AR,,,REFINERIES/CHEMICAL,C,Chemicals,,77039,,2013,U.S. EPA GHG Reporting Program,,123
PCOR,1007937,1.10E+11,331315,,-90.460217,41.535437,ALCOA INC DAVENPORT WORKS,,4879 STATE STREET,BETTENDORF,IOWA,IA,,,INDUSTRIAL,C,Metals,,219623,,2013,U.S. EPA GHG Reporting Program,,124
SECARB,1006829,1.10E+11,212324,,-83.31480573,32.87793727,BASF CORPORATION,,HIGHWAY 18 SPUR,GORDON,GEORGIA,GA,,,MINING,C,Other,,51319,,2013,U.S. EPA GHG Reporting Program,,549
MRCSP,1002483,1.10E+11,331312,,-74.88763397,44.9529487,ALCOA INC MASSENA OPERATIONS,,PARK AVE EAST,MASSENA,NEW YORK,NY,,,INDUSTRIAL,"C,F,TT","Metals,Waste",,264294,,2013,U.S. EPA GHG Reporting Program,,125
SECARB,1003129,1.10E+11,211111,,-96.24760724,31.9016856,AKER PLANT,,261 FCR 181,STREETMAN,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",,71178,,2013,U.S. EPA GHG Reporting Program,,126
BSCSP,1000635,1.10E+11,331312,,-120.2052754,47.37352789,ALCOA INC WENATCHEE WORKS,,6200 MALAGA HIGHWAY,MALAGA,WASHINGTON,WA,,,INDUSTRIAL,"C,F",Metals,,274639,,2013,U.S. EPA GHG Reporting Program,,127
SECARB,1002795,1.10E+11,331315,,-83.97736408,35.81300488,ALCOA INC.-NORTH PLANT,,2300 N WRIGHT RD,ALCOA,TENNESSEE,TN,,,INDUSTRIAL,C,Metals,,196733,,2013,U.S. EPA GHG Reporting Program,,128
BSCSP,1003562,1.10E+11,331312,,-122.7001422,48.8484377,ALCOA INTALCO WORKS,,4050 MOUNTAIN VIEW RD.,FERNDALE,WASHINGTON,WA,,,INDUSTRIAL,"C,F,TT","Metals,Waste",,428539,,2013,U.S. EPA GHG Reporting Program,,129
SECARB,1003201,1.10E+11,331311,,-96.56222717,28.65083493,ALCOA WORLD ALUMINA ATLANTIC,,,POINT COMFORT,TEXAS,TX,,,INDUSTRIAL,"C,TT","Metals,Waste",,902540,,2013,U.S. EPA GHG Reporting Program,,130
SECARB,1003147,1.10E+11,562212,,-84.05978,35.73834,ALCOA-MARYVILLE-BLOUNT COUNTY LANDFILL,,240 LONG POWERS ROAD,FRIENDSVILLE,TENNESSEE,TN,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,131
SECARB,1003448,1.10E+11,325412,,-97.33060156,32.6434397,ALCON LABORATORIES,,6201 SOUTH FREEWAY,FORT WORTH,TEXAS,TX,,,INDUSTRIAL,C,Chemicals,,31304,,2013,U.S. EPA GHG Reporting Program,,132
MRCSP,1003296,1.10E+11,331314,,-83.88200463,43.44420833,ALERIS SPECIFICATION ALLOYS INC,,2600 NODULAR DR.,SAGINAW,MICHIGAN,MI,,,INDUSTRIAL,C,Metals,,15898,,2013,U.S. EPA GHG Reporting Program,,133
MRCSP,1001721,1.10E+11,331314,,-85.877094,40.79084076,ALERIS SPECIFICATION ALLOYS INC,,4525 W OLD US 24,WABASH,INDIANA,IN,,,INDUSTRIAL,"C,TT","Metals,Waste",,59676,,2013,U.S. EPA GHG Reporting Program,,134
MRCSP,1003833,1.10E+11,331314,,-85.00969483,41.904198,"ALERIS SPECIFICATION ALLOYS, INC.",,368 GARFIELD AVENUE,COLDWATER,MICHIGAN,MI,,,INDUSTRIAL,C,Metals,,39843,,2013,U.S. EPA GHG Reporting Program,,135
WESTCARB,1004335,1.10E+11,562212,,-121.97098,37.41326,ALL PURPOSE LANDFILL,,5401 LAFAYETTE STREET,SANTA CLARA,CALIFORNIA,CA,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,136
MRCSP,1005862,1.10E+11,336415,,-78.84361276,39.56097784,ALLEGANY BALLISTICS LABORATORY,,210 STATE ROUTE 956,KEYSER,WEST VIRGINIA,WV,,,UNCLASSIFIED,C,Other,,31016,,2013,U.S. EPA GHG Reporting Program,,137
MRCSP,1005003,1.10E+11,331111,,-79.72916311,40.60778601,ALLEGHENY LUDLUM BRACKENRIDGE PLANT,,100 RIVER ROAD,BRACKENRIDGE,PENNSYLVANIA,PA,,,INDUSTRIAL,"C,Q",Metals,,157451,,2013,U.S. EPA GHG Reporting Program,,138
MRCSP,1005006,1.10E+11,331111,,-79.61794307,40.63364802,"ALLEGHENY LUDLUM, BAGDAD FACILITY",,585 SILICON DRIVE,LEECHBURG,PENNSYLVANIA,PA,,,INDUSTRIAL,C,Metals,,43431,,2013,U.S. EPA GHG Reporting Program,,139
MRCSP,1005005,1.10E+11,331111,,-79.56778106,40.60000801,"ALLEGHENY LUDLUM, VANDERGRIFT FACILITY",,130 LINCOLN AVENUE,VANDERGRIFT,PENNSYLVANIA,PA,,,INDUSTRIAL,C,Metals,,44000,,2013,U.S. EPA GHG Reporting Program,,140
SWP,1007192,1.10E+11,562212,,-95.29568741,37.92306676,ALLEN COUNTY PUBLIC WORKS,,1170 2800TH ST,LA HARPE,KANSAS,KS,,,WASTE MANAGEMENT,"C,HH",Waste,,102,15119,2013,U.S. EPA GHG Reporting Program,,141
SWP,1005887,1.10E+11,211112,,-97.34750758,33.03411377,ALLIANCE COMPRESSOR STATION,,12495 HWY 114,JUSTIN,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,110499,,2013,U.S. EPA GHG Reporting Program,,142
MRCSP,1007645,1.10E+11,562212,,-75.70005189,41.46660833,ALLIANCE SANI LDFL,,398 KEYSER AVENUE,TAYLOR,PENNSYLVANIA,PA,,,WASTE MANAGEMENT,"C,HH",Waste,,1242,,2013,U.S. EPA GHG Reporting Program,,143
PCOR,1001970,1.10E+11,332992,,-94.2642,39.1033,ALLIANT LLC-LAKE CITY ARMY AMMUNITION PLANT,,25201 EAST 78 HIGHWAY,INDEPENDENCE,MISSOURI,MO,,,INDUSTRIAL,C,Other,,40935,,2013,U.S. EPA GHG Reporting Program,,144
WESTCARB,1006197,1.10E+11,562212,,-115.52505,32.85467,ALLIED IMPERIAL LANDFILL,,104 EAST ROBINSON ROAD,IMPERIAL,CALIFORNIA,CA,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,145
SWP,1003246,1.10E+11,211111,,-100.1830285,35.6048561,ALLISON COMPRESSOR STATION,,16301 FM 1046,BRISCOE,TEXAS,TX,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,28278,,2013,U.S. EPA GHG Reporting Program,,146
SWP,1007496,1.10E+11,211111,,-100.1014885,35.6078561,ALLISON GAS PLANT,,16298 CO. RD. EE,ALLISON,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,43253,,2013,U.S. EPA GHG Reporting Program,,147
SECARB,1004327,1.10E+11,331311,,-92.53039442,34.57787727,ALMATIS INC - BAUXITE ARKANSAS,,4701 ALCOA ROAD,BAUXITE,ARKANSAS,AR,,,INDUSTRIAL,C,Metals,,50,,2013,U.S. EPA GHG Reporting Program,,148
SECARB,1007622,1.10E+11,324110,,-91.74945596,30.52464184,ALON REFINING KROTZ SPRINGS INC,,356 S. LEVEE RD,KROTZ SPRINGS,LOUISIANA,LA,,,REFINERIES/CHEMICAL,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",,525002,,2013,U.S. EPA GHG Reporting Program,,149
MRCSP,1007291,1.10E+11,562212,,-76.92016215,39.35414787,ALPHA RIDGE LANDFILL,,2350 MARRIOTTSVILLE ROAD,MARRIOTTSVILLE,MARYLAND,MD,,,WASTE MANAGEMENT,"C,HH",Waste,,89,3325,2013,U.S. EPA GHG Reporting Program,,150
SECARB,1002112,1.10E+11,331312,,-80.03417777,33.03359841,ALUMAX OF SC INCORPORATED,,3575 HIGHWAY 52,GOOSE CREEK,SOUTH CAROLINA,SC,,,INDUSTRIAL,"C,F",Metals,,412387,,2013,U.S. EPA GHG Reporting Program,,151
SWP,1004709,1.10E+11,211112,,-110.2594033,40.28491814,ALTAMONT GAS PLANT,,17790 WEST 3750 NORTH,ALTAMONT,UTAH,UT,,,PETROLEUM/NATURAL GAS,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,46654,,2013,U.S. EPA GHG Reporting Program,,152
WESTCARB,1005184,1.10E+11,486110,,-148.9721495,70.41049708,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,,,PRUDHOE BAY,ALASKA,AK,,,PETROLEUM/NATURAL GAS,C,Other,,92224,,2013,U.S. EPA GHG Reporting Program,,153
WESTCARB,1005781,1.10E+11,486110,,-146.306753,61.08129232,"ALYESKA PIPELINE SERVICE COMPANY, VALDEZ MARINE TERMINAL",,300 DAYVILLE ROAD,VALDEZ,ALASKA,AK,,,PETROLEUM/NATURAL GAS,C,Other,,100153,,2013,U.S. EPA GHG Reporting Program,,154
PCOR,1007402,1.10E+11,311222,,-95.810882,41.154795,BUNGE,,19560 BUNGE AVENUE,COUNCIL BLUFFS,IOWA,IA,,,AG PROCESSING,C,Other,,96711,,2013,U.S. EPA GHG Reporting Program,,888
BSCSP,1006412,1.10E+11,311313,,-113.7587297,42.61239096,AMALGAMATED SUGAR CO LLC,,50 SOUTH 500 WEST,PAUL,IDAHO,ID,,,AG PROCESSING,"C,S,TT","Minerals,Waste",,287035,,2013,U.S. EPA GHG Reporting Program,,155
BSCSP,1005707,1.10E+11,311313,,-116.5749775,43.60614228,AMALGAMATED SUGAR CO LLC,,138 WEST KARCHER ROAD,NAMPA,IDAHO,ID,,,AG PROCESSING,"C,S,TT","Minerals,Waste",,333710,,2013,U.S. EPA GHG Reporting Program,,156
SWP,1000941,1.10E+11,221112,,-98.61188706,33.13503714,GRAHAM,,,GRAHAM,TEXAS,TX,,,ELECTRICITY,D,Power Plants,,107880,,2013,U.S. EPA GHG Reporting Program,,157
BSCSP,1005712,1.10E+11,311313,,-114.4321922,42.53254115,AMALGAMATED SUGAR CO LLC,,2320 ORCHARD DR. E.,TWIN FALLS,IDAHO,ID,,,AG PROCESSING,"C,S",Minerals,,330156,,2013,U.S. EPA GHG Reporting Program,,158
SECARB,1007178,1.10E+11,221112,,-86.2817726,33.16474723,AMEA SYLACAUGA PLANT,,125 THOMPSON LANE,SYLACAUGA,ALABAMA,AL,,,ELECTRICITY,D,Power Plants,,508,,2013,U.S. EPA GHG Reporting Program,,159
SECARB,1004732,1.10E+11,325199,,-95.01944681,29.60111518,AMERICAN ACRYL PASADENA,,"4631 OLD HWY 146, SUITE B",PASADENA,TEXAS,TX,,,REFINERIES/CHEMICAL,C,Chemicals,,83171,,2013,U.S. EPA GHG Reporting Program,,160
SWP,1005432,1.10E+11,481111,,-95.87321442,36.20836942,AMERICAN AIRLINES,,3800 NORTH MINGO ROAD,TULSA,OKLAHOMA,OK,,,UNCLASSIFIED,C,Other,,41914,,2013,U.S. EPA GHG Reporting Program,,161
WESTCARB,1004417,1.10E+11,562212,,-120.0754527,36.73361506,AMERICAN AVENUE LANDFILL,,18950 W AMERICAN AVENUE,KERMAN,CALIFORNIA,CA,,,WASTE MANAGEMENT,"C,HH",Waste,,23,,2013,U.S. EPA GHG Reporting Program,,162
SECARB,1005327,1.10E+11,331511,,-86.83247678,33.54750629,AMERICAN CAST IRON PIPE CO,,2930 NORTH 16TH STREET,BIRMINGHAM,ALABAMA,AL,,,INDUSTRIAL,C,Metals,,130471,,2013,U.S. EPA GHG Reporting Program,,163
SECARB,1003883,1.10E+11,327310,,-82.07340171,28.75521726,"AMERICAN CEMENT COMPANY, LLC",,4750 EAST COUNTY ROAD 470,SUMTERVILLE,FLORIDA,FL,,,CEMENT PLANT,H,Minerals,,418527,1592,2013,U.S. EPA GHG Reporting Program,,164
PCOR,1008041,1.10E+11,212325,,-103.877981,44.693598,AMERICAN COLLOID,,692 US HIGHWAY 212,BELLE FOURCHE,SOUTH DAKOTA,SD,,,INDUSTRIAL,C,Other,,72685,,2013,U.S. EPA GHG Reporting Program,,165
PCOR,1006354,1.10E+11,311313,,-96.6333,47.7646,AMERICAN CRYSTAL SUGAR - CROOKSTON,,1201 HWY 75 SOUTH,CROOKSTON,MINNESOTA,MN,,,AG PROCESSING,"C,S,TT","Minerals,Waste",,225604,,2013,U.S. EPA GHG Reporting Program,,166
PCOR,1005751,1.10E+11,311313,,-97.0063,47.9268,AMERICAN CRYSTAL SUGAR - E GRAND FORKS,,1020 BUSINESS HWY 2,EAST GRAND FORKS,MINNESOTA,MN,,,AG PROCESSING,"C,S,TT","Minerals,Waste",,550148,2804,2013,U.S. EPA GHG Reporting Program,,167
PCOR,1005753,1.10E+11,311313,,-97.0636,47.4378,AMERICAN CRYSTAL SUGAR - HILLSBORO,,121 HIGHWAY 81 NE,HILLSBORO,NORTH DAKOTA,ND,,,AG PROCESSING,"C,S,TT","Minerals,Waste",,378667,9877,2013,U.S. EPA GHG Reporting Program,,168
PCOR,1006877,1.10E+11,311313,,-96.7611,46.9001,AMERICAN CRYSTAL SUGAR - MOORHEAD,,2500 NORTH 11TH STREET,MOORHEAD,MINNESOTA,MN,,,AG PROCESSING,"C,S,TT","Minerals,Waste",,217613,4382,2013,U.S. EPA GHG Reporting Program,,169
SWP,1002552,1.10E+11,562212,,-96.1889955,36.1633394,AMERICAN ENVIRONMENTAL LANDFILL,,212 N. 177TH W. AVENUE,SAND SPRINGS,OKLAHOMA,OK,,,WASTE MANAGEMENT,"C,HH",Waste,,69,10076,2013,U.S. EPA GHG Reporting Program,,170
SWP,1000007,1.10E+11,327420,,-106.525777,35.329352,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,,1000 N HILL RD,BERNALILLO,NEW MEXICO,NM,,,CEMENT PLANT,C,Minerals,,0,,2013,U.S. EPA GHG Reporting Program,,171
SWP,1005175,1.10E+11,327420,,-99.58723025,34.66000596,AMERICAN GYPSUM CO /GYPSUM WALLBOARD PLT,,0.25 MILES W OF,DUKE,OKLAHOMA,OK,,,CEMENT PLANT,C,Minerals,,67557,,2013,U.S. EPA GHG Reporting Program,,172
SWP,1004845,1.10E+11,327420,,-106.5466319,35.31807471,AMERICAN GYPSUM COMPANY,,4600 PASEO DEL NORTE NE,ALBUQUERQUE,NEW MEXICO,NM,,,CEMENT PLANT,C,Minerals,,38051,,2013,U.S. EPA GHG Reporting Program,,173
PCOR,1005705,1.10E+11,486210,,-94.8968,44.849,ALLIANCE PIPELINE - OLIVIA 23-A,,38884 870TH AVE,BIRD ISLAND,MINNESOTA,MN,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,85128,,2013,U.S. EPA GHG Reporting Program,,174
PCOR,1001559,1.10E+11,486210,,-91.580043,42.467901,ALLIANCE PIPELINE L.P. - MANCHESTER,,1242 220TH STREET,MANCHESTER,IOWA,IA,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,82477,,2013,U.S. EPA GHG Reporting Program,,175
PCOR,1000245,1.10E+11,486210,,-96.6479,45.9946,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",,17950 98TH ST SE,FAIRMOUNT,NORTH DAKOTA,ND,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,92316,,2013,U.S. EPA GHG Reporting Program,,176
PCOR,1001558,1.10E+11,486210,,-98.4234,47.1924,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",,1540 98TH AVE SE,WIMBLEDON,NORTH DAKOTA,ND,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,95632,,2013,U.S. EPA GHG Reporting Program,,177
SWP,1007404,1.10E+11,327420,,-106.9477472,39.64857669,AMERICAN GYPSUM COMPANY,,740 HIGHWAY #6,GYPSUM,COLORADO,CO,,,CEMENT PLANT,C,Minerals,,50267,,2013,U.S. EPA GHG Reporting Program,,178
SECARB,1007030,1.10E+11,311613,,-86.78185709,34.06671381,AMERICAN PROTEINS INCORPORATED HANCEVILLE DIVISION,,1170 COUNTY RD. 508,HANCEVILLE,ALABAMA,AL,,,AG PROCESSING,C,Other,,82845,3976,2013,U.S. EPA GHG Reporting Program,,179
MRCSP,1005590,1.10E+11,324110,,-78.62944686,41.96639731,AMERICAN REFINING GROUP INC,,77 NORTH KENDALL AVENUE,BRADFORD,PENNSYLVANIA,PA,,,REFINERIES/CHEMICAL,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",,162648,,2013,U.S. EPA GHG Reporting Program,,180
SECARB,1001860,1.10E+11,311312,,-89.99757549,29.95354241,AMERICAN SUGAR REFINING INC - CHALMETTE REFINERY,,7417 N PETERS ST,ARABI,LOUISIANA,LA,,,AG PROCESSING,C,Other,,116530,,2013,U.S. EPA GHG Reporting Program,,181
SECARB,1001962,1.10E+11,325110,,-90.91773575,30.08023541,AMERICAS STYRENICS LLC - ST JAMES PLANT,,9901 HWY 18,ST. JAMES,LOUISIANA,LA,,,REFINERIES/CHEMICAL,C,Chemicals,,710473,,2013,U.S. EPA GHG Reporting Program,,182
WESTCARB,1005413,1.10E+11,325414,,-118.9400523,34.17661486,AMGEN INC,,1 AMGEN CENTER DRIVE M/S 25-1-A,THOUSAND OAKS,CALIFORNIA,CA,,,INDUSTRIAL,C,Chemicals,,22349,,2013,U.S. EPA GHG Reporting Program,,183
SECARB,1005072,1.10E+11,325412,,-65.90699811,18.23750279,"AMGEN MANUFACTURING, LIMITED",,RD 31 KM 24.6,JUNCOS,PUERTO RICO,PR,,,INDUSTRIAL,C,Chemicals,,28179,,2013,U.S. EPA GHG Reporting Program,,184
MRCSP,1008730,1.10E+11,221112,,-83.11428421,41.353968,AMP FREMONT ENERGY CENTER,,1275 MIARER RD,FREMONT,OHIO,OH,,,ELECTRICITY,D,Power Plants,,1039810,,2013,U.S. EPA GHG Reporting Program,,185
MRCSP,1006810,1.10E+11,327212,,-80.27478728,40.690074,ANCHOR ACQUISITION LLC MONACA PLT,,400 9TH STREET,MONACA,PENNSYLVANIA,PA,,,INDUSTRIAL,"C,N",Minerals,,43874,,2013,U.S. EPA GHG Reporting Program,,186
MRCSP,1004508,1.10E+11,327212,,-82.61873093,39.71922871,ANCHOR HOCKING GLASS CO PLANT NO 1 *,,1115 WEST FIFTH AVENUE,LANCASTER,OHIO,OH,,,INDUSTRIAL,"C,N",Minerals,,139950,,2013,U.S. EPA GHG Reporting Program,,187
WESTCARB,1007341,1.10E+11,562212,,-149.5157431,61.31475178,ANCHORAGE REGIONAL LANDFILL,,15500 E. EAGLE RIVER LOOP RD,EAGLE RIVER,ALASKA,AK,,,WASTE MANAGEMENT,"C,HH",Waste,,270,,2013,U.S. EPA GHG Reporting Program,,188
SWP,1002416,1.10E+11,211111,,-102.6445958,31.96991135,ANDECTOR BOOSTER STATION,,,GOLDSMITH,TEXAS,TX,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,30113,,2013,U.S. EPA GHG Reporting Program,,189
MRCSP,1004275,1.10E+11,325120,,-84.01750453,41.89139705,ANDERSON DEVELOPMENT COMPANY,,525 GULF STREET,ADRIAN,MICHIGAN,MI,,,REFINERIES/CHEMICAL,"C,L,OO","Chemicals,Industrial Gas Suppliers",,820,,2013,U.S. EPA GHG Reporting Program,,190
WESTCARB,1007839,1.10E+11,562212,,-122.35509,40.41766,ANDERSON LANDFILL,,18703 CAMBRIDGE ROAD,ANDERSON,CALIFORNIA,CA,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,191
MRCSP,1007933,1.10E+11,325193,,-84.7897308,42.25965408,ANDERSONS ALBION ETHANOL LLC,,26250 B DR N,ALBION,MICHIGAN,MI,,,ETHANOL,"C,II,PP","Other,Suppliers of CO2,Waste",,97687,214,2013,U.S. EPA GHG Reporting Program,,192
MRCSP,1005969,1.10E+11,325193,,-86.43750049,40.71688821,ANDERSONS CLYMERS ETHANOL LLC,,3389 WEST CR 300 SOUTH,LOGANSPORT,INDIANA,IN,,,ETHANOL,"C,II","Other,Waste",,187089,63,2013,U.S. EPA GHG Reporting Program,,193
PCOR,1007565,1.10E+11,325193,,-95.396272,41.990743,ANDERSONS DENISON ETHANOL LLC,,2404 W HWY 30,DENISON,IOWA,IA,,,ETHANOL,"C,II","Other,Waste",,89284,307,2013,U.S. EPA GHG Reporting Program,,194
MRCSP,1000035,1.10E+11,325193,,-84.59173247,40.08186489,ANDERSONS MARATHON ETHANOL LLC,,5728 E SEBRING WARNER RD,GREENVILLE,OHIO,OH,,,ETHANOL,"C,II,PP","Other,Suppliers of CO2,Waste",,174924,318,2013,U.S. EPA GHG Reporting Program,,195
SECARB,1005392,1.10E+11,562212,,-94.69937,31.24451,ANGELINA COUNTY WASTE MANAGEMENT CENTER,,7521 FM 58,LUFKIN,TEXAS,TX,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,196
